Cliente,Tipo de Transacao,Valor da Transacao,Valor Anterior a Transacao,Valor Apos a Transacao,Horario da Transacao,Classe
cliente875BEF,Saque,4492.31,10545.71,6053.4,2023-09-17T22:44:50.333032,0
cliente6B7729,Débito,3689.89,10832.94,7143.05,2025-06-11T20:14:33.406488,0
cliente3559C5,Saque,1428.56,3153.54,1724.98,2022-12-18T13:39:14.560886,0
clienteAA64F4,Saque,2867.28,4049.08,1181.8,2024-08-14T18:08:25.873266,1
clienteF45AB6,Crédito,600.26,2412.26,1812.0,2023-03-05T21:05:15.137578,0
cliente89B415,Saque,4208.65,12154.34,7945.69,2022-11-17T19:40:25.903833,0
cliente5749EC,Saque,2358.61,3568.0,1209.39,2024-07-01T18:03:33.361539,0
cliente862C79,Débito,71.53,7193.77,7122.24,2025-08-29T05:57:41.322416,1
cliente656119,Saque,920.13,5215.24,4295.11,2023-04-26T07:20:48.413632,0
clienteC02580,Crédito,300.92,7442.02,7141.1,2025-11-10T19:43:58.203668,0
cliente9E1D9D,Débito,3251.53,6691.85,3440.32,2022-01-21T13:22:37.235452,0
cliente05BE55,PIX,4442.55,9893.55,5451.0,2023-01-04T06:31:54.606525,0
cliente5705FC,Crédito,88.78,5252.58,5163.8,2025-09-14T06:33:13.355388,1
cliente7D44C2,Crédito,4425.28,9083.88,4658.6,2024-06-12T07:46:42.693783,0
clienteA39B0A,Débito,1990.64,9364.66,7374.02,2025-10-02T06:07:22.313530,0
clienteAAEF59,Débito,3771.71,12205.65,8433.94,2022-08-02T03:28:50.688628,1
cliente894141,Saque,4948.04,5798.81,850.77,2022-12-26T02:10:13.325304,0
clienteC0DB5A,Débito,4188.14,5036.63,848.49,2022-07-15T04:38:33.244869,0
cliente1DD03F,Saque,2054.17,11835.2,9781.03,2025-11-27T19:08:24.814342,0
clienteD47F49,Saque,4446.43,5956.42,1509.99,2025-12-22T13:18:22.685353,0
clienteCDF19A,PIX,2908.46,7317.96,4409.5,2023-12-17T06:39:15.228582,0
cliente28916F,Crédito,271.5,8977.29,8705.79,2024-10-31T19:15:38.023983,0
cliente7ECE40,Crédito,2254.81,6904.84,4650.03,2025-04-10T05:35:57.332968,0
cliente37C5A9,Débito,66.02,3900.66,3834.64,2024-07-02T21:27:56.034749,1
cliente2FAA08,Débito,926.83,10354.55,9427.72,2023-05-28T07:34:48.500988,0
cliente809731,PIX,3126.69,3395.89,269.2,2025-06-30T08:21:46.351287,0
cliente918611,Saque,648.45,7890.77,7242.32,2023-08-16T12:28:23.024281,0
cliente38C181,Saque,40.58,2345.58,2305.0,2022-09-30T13:45:56.365175,0
clienteEB1D82,Crédito,3283.02,10714.92,7431.9,2024-12-16T18:38:48.365749,0
clienteBAFFB6,Saque,4914.01,5031.67,117.66,2024-06-20T12:43:17.369867,0
cliente87A13C,Crédito,1735.94,10043.79,8307.85,2024-06-13T22:39:49.240488,0
clienteC47B28,PIX,3212.23,3477.18,264.95,2022-09-27T12:41:26.265669,0
clienteB7D873,Saque,4651.36,9859.57,5208.21,2023-05-21T06:16:22.971787,0
clienteC295FC,Saque,881.22,1201.84,320.62,2022-06-13T14:26:21.263631,0
cliente19CCCB,PIX,4462.73,11426.99,6964.26,2025-08-23T10:12:11.277674,0
clienteD20E07,PIX,1765.34,4375.98,2610.64,2025-02-07T21:38:46.170402,0
clienteB4D5AD,PIX,1121.99,8980.38,7858.39,2024-11-26T06:22:57.136228,0
cliente76DB3B,PIX,1921.31,7621.03,5699.72,2025-01-21T01:34:21.819294,0
cliente0EB515,Débito,4266.36,13242.99,8976.63,2024-02-19T17:19:12.494818,1
clienteBFF34D,Débito,680.91,10040.76,9359.85,2023-10-29T05:37:20.173208,0
clienteD08CBC,Débito,2591.48,7533.11,4941.63,2022-06-14T00:19:43.017019,0
cliente27E15A,Débito,2592.75,7354.16,4761.41,2023-02-06T22:41:56.741918,0
cliente43AB4C,Saque,4976.8,7657.2,2680.4,2022-02-05T09:03:11.121278,0
cliente8C9069,Débito,969.46,9654.69,8685.23,2024-12-07T17:59:44.972648,0
clienteECC481,Crédito,1209.16,10037.74,8828.58,2023-07-19T12:23:42.253097,1
cliente2D7B27,Saque,1108.66,8718.97,7610.31,2022-11-20T13:00:58.481593,0
cliente78C7DF,PIX,2649.98,7761.07,5111.09,2022-05-10T07:40:21.253506,0
cliente4BE7CB,Crédito,2761.68,5179.24,2417.56,2022-07-29T11:56:20.516826,0
cliente96A387,PIX,873.29,2319.79,1446.5,2022-11-09T01:25:06.317761,1
cliente45F8EB,PIX,3910.2,9642.95,5732.75,2023-03-23T10:25:29.506239,0
cliente877804,Crédito,653.01,3354.52,2701.51,2024-04-24T03:39:54.527357,0
cliente535961,Débito,31.99,3771.38,3739.39,2025-10-05T06:26:19.753602,0
cliente974F5E,Débito,1052.14,6366.24,5314.1,2022-09-09T23:25:16.943512,0
clienteAE53A0,Débito,2661.95,9150.09,6488.14,2025-01-08T15:20:05.922014,0
clienteB31D9A,Saque,4721.75,6671.57,1949.82,2024-04-12T02:32:24.099679,0
cliente7984E6,Saque,1283.71,4438.22,3154.51,2024-04-11T22:20:20.347086,0
cliente6C9BEA,Saque,1692.37,3831.13,2138.76,2023-05-18T19:25:15.968470,0
clienteC58B45,PIX,4934.44,5854.57,920.13,2023-04-05T19:38:30.477760,0
clienteF37E99,Saque,4976.67,8765.18,3788.51,2024-09-17T21:26:02.722885,0
cliente60E4B3,PIX,654.1,7820.14,7166.04,2025-04-08T07:14:03.493111,0
clienteF5977B,Saque,4953.88,7700.08,2746.2,2022-11-17T13:46:30.515222,0
cliente7857C9,Crédito,3379.95,11494.49,8114.54,2022-05-18T01:09:14.035150,1
clienteBC595C,PIX,1921.34,9315.12,7393.78,2025-05-10T04:05:52.127582,0
clienteB9A6FE,PIX,4107.59,5325.88,1218.29,2025-05-01T00:40:58.215071,0
cliente6D42E8,Crédito,4839.59,13486.49,8646.9,2022-03-01T17:26:20.435450,0
cliente2A3B24,Débito,4772.56,8183.39,3410.83,2025-03-13T10:23:30.306254,0
clienteE8082C,Saque,2802.91,7014.59,4211.68,2025-12-13T16:03:03.222806,0
cliente8C5565,Débito,4139.35,13553.79,9414.44,2025-08-30T22:52:37.414335,0
clienteFE284F,Saque,2491.85,5266.61,2774.76,2023-06-20T22:05:14.600743,0
cliente5FFB35,PIX,2086.57,8525.92,6439.35,2024-12-03T17:28:03.435310,0
cliente33D569,Saque,1117.62,8860.86,7743.24,2023-09-02T22:22:42.466100,0
cliente99F116,PIX,4934.15,12388.35,7454.2,2023-09-01T17:57:23.254555,0
clienteA173D3,Débito,1157.96,2008.59,850.63,2022-01-26T19:06:56.609084,0
clienteF3DD18,Crédito,2768.82,9678.11,6909.29,2023-11-20T16:55:07.549729,0
cliente53AF1C,PIX,2692.52,5109.96,2417.44,2022-03-25T13:32:53.787073,0
clienteCFD54C,Débito,2127.79,9106.18,6978.39,2025-03-04T01:25:03.120926,0
cliente698DCC,Débito,4713.66,9697.84,4984.18,2023-07-31T17:21:59.019309,1
cliente801CAB,Débito,282.76,2194.42,1911.66,2024-04-24T15:59:03.554968,0
clienteF135BE,Saque,1686.41,5113.11,3426.7,2024-06-17T12:46:00.075403,0
clienteC7C1B9,Crédito,3640.99,5993.26,2352.27,2022-02-04T21:16:56.704355,0
clienteFDA600,PIX,4939.19,13093.63,8154.44,2025-10-17T11:45:23.698675,0
cliente709EAA,Saque,2454.42,2922.16,467.74,2025-06-07T06:16:17.547136,0
clienteFCA1AA,Débito,3798.11,7727.64,3929.53,2025-10-24T17:28:56.551977,0
cliente59E289,PIX,3248.14,7490.26,4242.12,2025-01-05T22:11:44.486066,0
clienteEB2753,Débito,1433.06,9672.95,8239.89,2025-11-11T16:51:59.334603,0
cliente89D13D,PIX,1959.67,2686.97,727.3,2023-12-23T22:27:23.479612,0
cliente2D5291,Saque,976.65,8097.17,7120.52,2024-01-21T23:32:25.124445,0
clienteB10AC9,Crédito,2030.97,8682.77,6651.8,2023-04-28T21:28:24.376459,0
cliente472618,Crédito,443.33,10213.63,9770.3,2025-12-04T18:33:51.588415,1
clienteD35C00,PIX,2874.38,5107.45,2233.07,2022-02-28T11:33:11.417147,0
clienteE726C9,Saque,4708.89,14308.52,9599.63,2023-11-26T14:49:39.231024,0
cliente420815,PIX,3137.66,7087.14,3949.48,2023-06-08T03:56:12.456944,0
cliente5CF01E,Saque,1098.52,5005.48,3906.96,2023-06-09T07:38:36.644956,0
clienteDF4ABC,Débito,266.62,2958.93,2692.31,2023-12-03T15:34:26.898200,0
cliente9F1134,PIX,2133.67,10380.42,8246.75,2022-07-11T22:03:53.286396,0
cliente3EB204,Crédito,3470.51,6728.25,3257.74,2023-02-16T14:11:20.777472,0
cliente6AE819,Débito,4847.76,5356.1,508.34,2022-01-12T12:16:56.248994,0
cliente835F9C,PIX,2684.52,10378.99,7694.47,2023-05-09T15:47:29.415275,0
cliente118303,PIX,4427.61,8997.59,4569.98,2023-05-14T22:42:41.309496,1
cliente1A22D5,PIX,1563.52,7772.24,6208.72,2023-09-14T13:14:47.748727,0
cliente6A88CE,PIX,2148.59,5465.41,3316.82,2024-11-21T00:08:32.436534,0
clienteFA1312,Saque,2832.37,7663.24,4830.87,2022-12-30T17:17:00.003732,0
cliente483E1E,Débito,3227.54,10490.82,7263.28,2024-01-28T05:57:55.510797,0
clienteDC01A5,Débito,663.8,5969.4,5305.6,2025-12-20T15:50:48.751324,0
cliente43D703,PIX,4525.47,10170.54,5645.07,2022-07-20T19:36:04.929227,0
cliente454392,PIX,514.47,1694.19,1179.72,2023-05-01T02:24:23.618167,0
clienteFC4EE3,Saque,3645.75,5318.3,1672.55,2024-01-21T07:13:44.283791,0
cliente3E4F98,Crédito,1065.13,3947.45,2882.32,2023-09-21T03:55:28.631094,0
clienteD5D1A5,Débito,2357.05,6084.76,3727.71,2025-10-22T12:34:45.127306,0
cliente77EB3F,Débito,2580.61,12110.56,9529.95,2022-06-18T14:22:21.463254,0
cliente310368,Débito,710.77,5791.01,5080.24,2025-08-20T05:58:26.782542,0
cliente79880F,PIX,1644.24,11045.85,9401.61,2022-10-25T23:33:50.829643,0
clienteFBC054,PIX,3012.3,6269.44,3257.14,2025-03-16T01:48:21.650365,0
cliente4982DF,Saque,3322.45,9823.83,6501.38,2024-06-24T20:40:54.163610,0
cliente1E15A0,PIX,3994.27,12440.87,8446.6,2023-04-09T00:46:12.610637,0
cliente399049,PIX,2834.93,4889.62,2054.69,2023-03-06T08:19:13.899665,0
cliente5110C9,PIX,2797.15,3164.41,367.26,2024-07-27T22:47:23.601425,0
clienteCB6457,Débito,1559.61,10211.53,8651.92,2025-05-31T04:44:46.116059,0
clienteA7234C,Saque,1292.02,4584.58,3292.56,2024-03-13T21:35:54.290204,0
cliente473985,Débito,2088.67,7748.07,5659.4,2022-10-20T01:53:27.215735,0
cliente0BB806,Crédito,4618.06,12495.93,7877.87,2024-06-04T03:31:01.768830,0
clienteB4CD33,Saque,3086.49,10096.69,7010.2,2022-08-25T16:15:36.985476,0
cliente738E39,PIX,74.14,6373.47,6299.33,2023-05-26T05:49:48.333740,0
cliente154FF5,Saque,3367.09,11207.47,7840.38,2025-11-16T13:02:23.511607,0
cliente44FBB2,PIX,1431.96,10975.23,9543.27,2023-05-15T15:18:19.941638,1
cliente3A6DCA,Débito,2479.41,4921.84,2442.43,2022-07-25T00:38:31.397316,1
cliente97C857,Débito,4897.12,10801.96,5904.84,2022-11-09T00:01:12.552170,0
cliente9D8EC0,Débito,1571.02,10458.01,8886.99,2023-11-08T10:47:41.843346,0
clienteE553D1,Crédito,591.19,5321.14,4729.95,2024-05-29T18:20:36.422982,0
clienteD8018D,PIX,4943.62,6049.03,1105.41,2023-11-27T20:56:29.968386,1
cliente6ED365,Débito,4047.26,13885.56,9838.3,2023-01-13T14:32:01.061731,0
clienteC3B003,PIX,4719.0,8760.41,4041.41,2024-09-13T18:02:19.876187,0
clienteBDA707,Saque,2875.43,11389.01,8513.58,2025-08-20T07:07:15.204836,0
cliente75D025,Crédito,3933.06,9682.57,5749.51,2024-10-07T15:57:23.243152,0
cliente285701,Saque,2882.97,3324.4,441.43,2025-02-25T00:04:03.290599,0
clienteED4BA4,Saque,751.21,1800.53,1049.32,2025-08-05T01:09:59.211585,0
clienteEDF8E9,PIX,706.18,6836.56,6130.38,2022-02-27T15:17:35.864403,0
cliente9827EA,Débito,2889.15,9766.94,6877.79,2025-05-10T00:35:03.458633,0
clienteD5C9E8,Saque,758.53,778.57,20.04,2023-09-12T16:32:04.716382,0
cliente24A4EA,Saque,3759.47,4481.35,721.88,2023-07-10T19:05:54.649695,0
clienteF3D6DC,Crédito,2190.03,5683.88,3493.85,2024-07-12T04:00:48.669958,0
cliente04202D,PIX,2587.54,12088.02,9500.48,2022-06-03T00:53:25.195168,0
cliente7E97F9,Crédito,138.73,1234.28,1095.55,2024-03-24T09:18:03.511681,0
clienteB57242,Débito,2833.17,12782.85,9949.68,2022-11-29T12:13:13.737975,1
clienteD3E2AF,Débito,498.27,8425.97,7927.7,2023-01-07T00:36:26.139187,0
clienteCADCE6,Crédito,1208.64,11036.6,9827.96,2023-09-29T12:10:28.060029,1
clienteF3B050,PIX,487.77,5416.75,4928.98,2025-03-23T21:19:24.930539,0
cliente63AACC,PIX,541.13,9007.94,8466.81,2025-10-23T13:28:07.782926,0
clienteF056C9,Débito,3120.68,5346.38,2225.7,2025-12-21T00:59:04.442475,0
clienteAFFE14,Saque,274.15,4134.42,3860.27,2024-02-08T02:01:50.206784,0
cliente65AE28,PIX,1734.08,2192.59,458.51,2023-02-20T06:33:53.526642,0
cliente809F09,Crédito,767.44,4163.8,3396.36,2025-08-24T13:45:39.293637,0
cliente54CD75,Débito,4401.84,10304.02,5902.18,2022-07-10T02:44:48.565390,0
cliente9B20E8,Crédito,4093.24,11258.67,7165.43,2023-12-09T18:32:26.559681,0
cliente403F8A,Crédito,1497.24,8191.59,6694.35,2024-04-27T23:09:26.510724,0
cliente023CB2,PIX,4149.18,6039.2,1890.02,2022-05-23T03:50:30.903532,0
cliente58123A,PIX,1335.69,4227.13,2891.44,2023-02-12T10:31:08.053479,0
cliente746419,Débito,3253.64,5252.05,1998.41,2023-05-29T12:11:21.256890,0
cliente144F3A,Saque,1654.61,9781.86,8127.25,2025-03-05T04:34:29.954929,0
cliente4B90FD,Débito,3895.61,9560.77,5665.16,2023-07-30T06:07:29.973423,0
clienteC9848C,Saque,1260.52,6695.11,5434.59,2024-06-22T01:38:03.117211,0
cliente2CBDA5,Saque,4199.83,12024.9,7825.07,2023-06-30T04:06:14.207303,0
cliente355254,Crédito,2979.06,6697.09,3718.03,2023-11-20T09:58:34.883642,0
clienteF6C3C5,PIX,4641.13,6369.69,1728.56,2023-04-12T08:49:10.871236,0
cliente25FC6D,PIX,1681.47,8177.25,6495.78,2022-01-02T08:22:26.468600,0
clienteB98C0F,PIX,1621.74,8792.87,7171.13,2025-03-12T03:06:32.631805,1
clienteD106B2,Saque,386.1,3289.83,2903.73,2022-07-03T10:32:02.282623,0
clienteE42AD8,Débito,2567.53,12047.82,9480.29,2023-03-06T03:35:55.594939,0
cliente465708,Crédito,1145.95,3677.52,2531.57,2022-05-15T04:31:40.594693,0
clienteC13A80,Crédito,3169.79,5617.05,2447.26,2024-01-29T08:56:24.209022,0
clienteB734B4,Crédito,1835.06,11300.12,9465.06,2023-10-19T14:30:28.925902,0
clienteF8F1B4,PIX,4065.48,13828.6,9763.12,2023-03-31T14:59:23.320889,0
cliente020525,PIX,1618.82,4423.12,2804.3,2025-03-25T12:47:25.826771,0
cliente5943E2,Saque,2622.19,6423.73,3801.54,2024-09-28T01:54:00.500249,0
clienteC5E98F,PIX,1667.75,3297.62,1629.87,2023-04-17T12:50:59.415748,0
clienteECDEEE,PIX,3788.26,9522.02,5733.76,2023-04-28T14:23:23.979534,0
cliente1816F2,PIX,4196.05,4892.1,696.05,2024-10-23T13:24:44.207998,0
clienteE2909D,Crédito,3828.33,5545.4,1717.07,2022-12-11T01:49:27.988854,0
clienteA84CEF,PIX,3783.74,13234.64,9450.9,2022-09-08T03:43:15.071039,0
cliente3B7831,Saque,3557.11,5618.38,2061.27,2022-08-13T15:34:15.683162,0
cliente4EBB29,Crédito,969.39,9223.3,8253.91,2025-06-10T01:04:33.481831,0
clienteD73889,Saque,3123.06,4054.24,931.18,2023-01-18T22:22:23.515702,1
cliente12E666,Débito,1633.98,7583.32,5949.34,2022-04-06T21:35:25.678898,0
clienteA23BE6,Crédito,3421.28,8359.86,4938.58,2022-11-12T05:21:51.503964,0
cliente0E70B8,Débito,2820.94,6469.28,3648.34,2024-11-21T06:01:53.548965,0
cliente2C32DF,Saque,1366.47,3947.69,2581.22,2024-02-05T21:10:48.672202,1
clienteE64694,Débito,1962.91,8572.21,6609.3,2024-07-17T17:45:30.876611,0
cliente4AF2DF,PIX,2765.24,10636.23,7870.99,2023-01-10T01:04:16.073820,0
cliente187CED,Débito,4644.81,13864.49,9219.68,2024-11-05T19:15:03.714373,0
clienteC5BB7C,Débito,1189.65,3697.55,2507.9,2022-07-04T16:07:53.081861,0
clienteA20DED,Crédito,3225.38,8069.95,4844.57,2024-04-10T19:08:25.447015,0
cliente5784CD,Débito,536.58,6660.81,6124.23,2024-12-25T09:03:16.421517,0
clienteD41AD2,Saque,643.5,3716.07,3072.57,2022-11-22T15:11:31.529127,0
clienteCC410B,Saque,4981.67,7480.08,2498.41,2022-04-25T17:56:41.481296,0
clienteB501AE,Crédito,643.99,4610.62,3966.63,2025-12-01T13:09:03.536759,0
cliente4F0827,PIX,765.7,7623.68,6857.98,2022-11-04T15:50:08.153068,0
cliente5A29BA,PIX,262.65,2078.72,1816.07,2024-01-18T08:07:59.132779,0
cliente11D896,Crédito,4318.53,14238.97,9920.44,2022-12-13T12:08:44.933489,0
cliente40748B,PIX,4095.58,8078.13,3982.55,2023-07-23T01:05:29.958365,0
cliente7FBCB1,Saque,260.64,6853.05,6592.41,2022-08-11T13:00:22.854183,0
clienteACC4A6,PIX,1046.33,1301.74,255.41,2025-08-12T17:47:29.288011,0
cliente12EF9B,Saque,3582.28,9745.77,6163.49,2025-02-23T23:46:18.607392,0
cliente4BD007,PIX,1485.85,2787.58,1301.73,2022-08-01T17:54:47.529877,0
clienteA85F42,Débito,3785.54,10610.2,6824.66,2025-07-06T12:55:33.948476,0
clienteACE3E4,PIX,1682.45,2192.23,509.78,2023-06-21T01:11:55.476608,0
clienteD14F8B,Saque,3372.73,9203.76,5831.03,2022-05-23T04:55:18.418617,0
cliente3F2414,Crédito,4820.01,10727.54,5907.53,2024-11-24T17:32:09.637501,0
cliente04F808,Saque,2649.72,10671.71,8021.99,2025-08-10T05:06:36.475993,0
clienteB903A0,Crédito,3505.16,8368.62,4863.46,2022-09-14T12:54:36.563959,0
cliente4A217D,PIX,4019.01,7318.69,3299.68,2025-01-17T13:23:32.521724,0
clienteE3DF75,Débito,3260.34,8621.79,5361.45,2022-03-20T00:52:19.955482,0
cliente00F458,PIX,4030.15,8453.95,4423.8,2024-09-02T13:51:56.731866,0
cliente1FD033,Débito,3428.85,4719.4,1290.55,2022-05-16T15:59:57.517117,0
cliente0EED6B,Crédito,3391.0,4915.57,1524.57,2025-07-20T06:49:36.252611,0
cliente725436,PIX,4025.44,5980.75,1955.31,2025-10-01T21:27:26.242352,0
clienteB2E031,Saque,1931.9,7896.51,5964.61,2024-01-26T05:26:17.538738,0
clienteFDB121,PIX,3999.48,11674.25,7674.77,2022-08-07T16:53:22.015881,0
cliente27D021,Saque,1506.99,7588.41,6081.42,2024-02-19T22:08:35.013957,0
cliente20465C,PIX,4223.1,13693.95,9470.85,2024-12-26T17:37:44.655457,0
cliente011DF5,Crédito,1723.98,2907.19,1183.21,2023-06-05T03:57:17.009735,1
clienteE2BE50,Débito,874.76,2488.43,1613.67,2023-03-17T08:38:40.300692,0
cliente685836,Débito,3909.94,4602.35,692.41,2022-11-28T14:43:56.613856,0
clienteC2D3AE,Débito,3842.61,11515.43,7672.82,2024-01-20T11:07:51.124405,0
cliente949718,PIX,408.59,5855.83,5447.24,2022-10-14T17:19:24.394482,0
cliente4E752A,Saque,1247.17,10386.87,9139.7,2025-02-18T02:40:37.675414,0
cliente427041,Crédito,1838.03,2575.87,737.84,2024-10-11T02:23:26.049451,0
cliente30862C,PIX,3941.82,5411.72,1469.9,2022-06-01T20:59:41.822806,0
cliente7A317A,Débito,679.65,9855.38,9175.73,2023-07-25T13:59:46.568693,0
cliente31D5B9,Crédito,4855.33,14800.61,9945.28,2025-02-04T16:21:39.701806,0
cliente8FC2AB,Crédito,1623.21,11620.65,9997.44,2025-06-22T02:07:33.298574,0
cliente316F6C,PIX,3232.24,12651.65,9419.41,2022-08-11T08:22:48.064534,0
cliente565321,Saque,372.58,1508.22,1135.64,2025-03-14T06:10:51.554062,0
clienteCE001D,Saque,976.54,1660.65,684.11,2025-12-22T11:42:48.534311,0
cliente3EC4CE,PIX,1775.24,2029.04,253.8,2024-11-13T06:08:30.025553,0
cliente8AE347,Débito,623.22,10199.69,9576.47,2022-11-07T07:49:27.323139,0
clienteB44E9B,PIX,270.23,8287.41,8017.18,2022-11-29T23:22:30.384665,0
clienteC5C243,PIX,4467.6,11791.01,7323.41,2023-06-12T17:01:48.948829,0
clienteBEB514,Débito,855.95,3250.99,2395.04,2023-08-05T09:00:42.920009,0
clienteB6ED2B,Crédito,4269.44,8238.08,3968.64,2023-05-30T00:32:34.642052,0
cliente8602CB,Débito,4349.31,7692.87,3343.56,2025-04-18T21:47:44.978073,0
cliente5E4DE5,Débito,4228.92,10398.22,6169.3,2022-01-20T16:51:38.265051,0
cliente924D27,Débito,2779.83,5089.41,2309.58,2022-01-04T08:12:07.774034,0
cliente63090C,Débito,3909.06,8404.35,4495.29,2023-02-07T20:42:54.311983,0
cliente9C6B6C,Crédito,2318.81,11051.42,8732.61,2023-12-22T14:03:53.977938,0
cliente29E609,Crédito,1350.62,10533.47,9182.85,2023-11-09T14:13:19.876244,0
cliente6D5BD5,Saque,3399.44,7208.41,3808.97,2025-09-11T07:31:33.419465,0
cliente101738,Débito,1184.56,4739.22,3554.66,2025-07-17T19:01:06.190103,0
clienteBD9C9D,Saque,3732.18,8937.62,5205.44,2022-10-05T23:36:39.063167,0
cliente361797,PIX,12.22,8530.92,8518.7,2025-12-17T19:24:57.316474,0
cliente644881,Débito,573.86,5417.75,4843.89,2022-09-29T20:02:30.776423,0
cliente09B0CB,PIX,2298.54,3075.5,776.96,2025-01-22T08:29:25.666071,0
cliente543B5D,Crédito,1261.92,11210.93,9949.01,2025-12-13T14:36:06.568010,0
cliente2CBAF1,Crédito,2298.46,9385.28,7086.82,2024-02-17T21:32:24.085546,0
cliente158D55,PIX,935.79,9872.1,8936.31,2023-03-16T23:08:19.679835,0
clienteF18D36,Crédito,47.21,2036.54,1989.33,2025-10-12T05:51:44.844655,1
clienteBF62B3,PIX,3484.7,5607.4,2122.7,2025-02-04T23:12:04.021913,0
clienteF89974,Débito,3829.95,9591.14,5761.19,2024-10-22T19:07:22.425426,0
clienteA53EC1,PIX,2443.83,5754.44,3310.61,2025-10-08T07:30:56.132711,0
cliente6E5913,Crédito,455.67,7054.23,6598.56,2024-07-16T22:06:36.324867,0
cliente5BEF1F,Crédito,770.79,3181.65,2410.86,2022-11-04T02:21:50.200853,1
clienteD3619A,PIX,3232.05,4847.81,1615.76,2023-01-24T02:48:59.121592,0
clienteC07B94,PIX,129.24,7091.08,6961.84,2023-05-17T01:48:07.956562,1
cliente7ACDC6,Débito,11.99,6479.75,6467.76,2022-03-27T08:19:23.891964,0
clienteFAC444,Débito,4791.35,10222.39,5431.04,2022-11-22T09:26:56.447343,0
cliente161EC8,PIX,505.72,7847.47,7341.75,2025-08-06T14:48:54.233377,0
cliente2B2751,PIX,3481.07,12026.84,8545.77,2023-05-22T11:13:55.495892,0
cliente3F7784,Saque,4939.26,11474.74,6535.48,2024-04-12T03:58:51.158367,0
cliente590D62,PIX,1561.35,2863.56,1302.21,2024-04-06T13:52:17.045375,0
clienteDAC3BA,Saque,3382.13,5668.11,2285.98,2022-05-25T23:51:12.151170,0
clienteC3D21C,PIX,4411.2,4951.04,539.84,2024-12-17T21:02:41.270300,0
clienteD81D2A,Saque,4254.21,11665.08,7410.87,2022-07-03T16:27:03.512598,0
cliente26B926,Débito,3379.36,9615.69,6236.33,2023-06-07T22:53:14.636154,0
cliente09A4F6,Crédito,3256.69,12649.48,9392.79,2023-01-29T22:36:54.485269,0
clienteDA0E91,Débito,2561.88,8538.61,5976.73,2023-01-27T11:20:55.002146,0
cliente762E23,PIX,4795.68,13973.15,9177.47,2025-06-07T05:47:34.064978,0
cliente4D6A85,PIX,2160.33,8904.1,6743.77,2022-07-11T04:36:28.431972,1
clienteFCFBAD,Saque,4698.0,5283.03,585.03,2025-06-20T07:37:04.259269,0
cliente460147,PIX,4803.82,9463.77,4659.95,2022-05-31T13:49:50.705754,1
clienteA08048,Crédito,138.22,6809.53,6671.31,2024-02-01T15:25:04.374124,0
clienteE3487A,Débito,2100.68,8174.59,6073.91,2024-05-22T07:20:12.492588,0
clienteA42955,Débito,4105.23,10474.99,6369.76,2024-04-28T02:00:00.555122,0
clienteE63948,Saque,647.06,8867.04,8219.98,2022-11-18T05:40:40.212203,0
cliente08C2EF,PIX,2804.52,8556.4,5751.88,2023-06-23T22:38:03.905981,0
clienteD7D4C2,Crédito,691.64,8959.39,8267.75,2022-03-30T00:12:19.291337,0
clienteA1598C,Crédito,4207.64,6195.34,1987.7,2022-07-09T11:30:27.192073,0
cliente2E77D2,PIX,632.05,8519.94,7887.89,2025-11-29T10:47:17.415390,0
clienteC911B9,PIX,498.8,5680.24,5181.44,2023-01-08T02:11:45.378307,0
clienteDDAB22,Crédito,1236.62,11066.91,9830.29,2022-01-30T02:59:51.194457,0
cliente8CB6EF,PIX,2051.97,3468.49,1416.52,2024-02-11T08:21:17.170449,0
cliente55B3D3,Débito,14.82,7191.2,7176.38,2024-07-11T05:40:26.722559,0
clienteBC0424,PIX,1559.39,3366.37,1806.98,2023-04-27T02:49:11.894759,0
cliente3CBA8E,Saque,1994.95,10894.84,8899.89,2025-11-04T18:26:05.598757,0
cliente9E570D,PIX,3469.69,8151.33,4681.64,2025-05-06T21:25:34.362030,0
cliente8EA8E0,Saque,4428.41,7083.45,2655.04,2024-08-05T03:35:36.678375,0
cliente65E75A,Crédito,4790.59,11604.5,6813.91,2024-07-23T23:00:07.288123,0
cliente1CB3C2,Débito,3065.53,6062.74,2997.21,2025-01-15T01:33:51.150164,0
clienteC059D7,Crédito,2173.88,3890.61,1716.73,2023-03-17T21:40:02.438322,0
cliente9E290E,PIX,1259.67,10617.18,9357.51,2022-11-22T03:40:53.745548,0
clienteD9E697,Débito,2080.5,4700.4,2619.9,2025-07-16T23:59:48.742421,0
clienteE21A97,PIX,1276.25,9104.06,7827.81,2023-02-20T03:44:08.358354,1
cliente904694,Saque,448.3,1078.04,629.74,2025-12-09T23:04:32.753644,0
cliente9DB2F3,Crédito,2112.43,5639.35,3526.92,2024-04-30T01:10:34.493023,0
clienteC6D375,Crédito,2393.86,7489.42,5095.56,2024-08-03T04:29:43.280210,0
cliente24599F,PIX,2824.35,2851.72,27.37,2025-02-27T05:50:46.955866,0
clienteC294B2,Saque,1127.85,6046.05,4918.2,2022-07-11T15:49:56.254121,0
clienteE77775,Saque,3646.27,8229.74,4583.47,2022-09-11T15:37:55.557188,0
clienteD77A68,Crédito,4533.19,13798.79,9265.6,2024-04-24T02:20:41.425439,0
clienteD9C2DE,Débito,2347.55,4817.75,2470.2,2023-02-11T08:32:58.576747,0
clienteABC375,PIX,2486.1,7701.82,5215.72,2022-10-03T17:59:36.624629,0
